OID_,FOD_ID,FPA_ID,SOURCE_SYS,SOURCE_S_1,NWCG_REPOR,NWCG_REP_1,NWCG_REP_2,SOURCE_REP,SOURCE_R_1,LOCAL_FIRE,LOCAL_INCI,FIRE_CODE,FIRE_NAME,ICS_209_IN,ICS_209_NA,MTBS_ID,MTBS_FIRE_,COMPLEX_NA,FIRE_YEAR,DISCOVERY_,DISCOVERY1,DISCOVER_1,STAT_CAUSE,STAT_CAU_1,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESC,STATE,COUNTY,FIPS_CODE,FIPS_NAME
3234,300207617,W-676491,FED,DOI-WFMI,NPS,USARBUP,Buffalo National River,ARBUP,Buffalo National River,1510, ,JHY6,JACKSON'S RIDGE,2837005,JACKSON RIDGE,AR3611809254520150118,JACKSON RIDGE, ,2015,1/18/2015 0:00:00,18,1430,7.000000000000000,Arson,1/19/2015 0:00:00,19,1800,1350.000000000000000,F,36.117800000000003,-92.544399999999996,3.000000000000000,NPS,AR, , , 
3235,300207618,W-676492,FED,DOI-WFMI,NPS,USARBUP,Buffalo National River,ARBUP,Buffalo National River,1511, ,JH0R,BLUE RIBBON,2837134,BLUE RIBBON ROAD, , , ,2015,1/19/2015 0:00:00,19,1530,7.000000000000000,Arson,1/20/2015 0:00:00,20,2200,693.000000000000000,E,35.981699999999996,-92.712199999999996,3.000000000000000,NPS,AR, , , 
3236,300210941,W-680210,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSHD,Shoshone District, , ,JV6H,DIETRICH BUTTE,2803706,Dietrich Butte,ID4294611425620150703,DIETRICH BUTTE, ,2015,7/3/2015 0:00:00,184,1611,7.000000000000000,Arson,7/5/2015 0:00:00,186,1130,2437.000000000000000,F,42.945860000000003,-114.255719999999997,1.000000000000000,BLM,ID,Lincoln,063,Lincoln
3237,300211007,W-688058,FED,DOI-WFMI,NPS,USKSTGP,Tallgrass Prairie National Preserve,KSTGP,Tallgrass Prairie National Preserve,331, ,JL43,NOBODY KNOWS, , ,KS3845509652220150407,NOBODY KNOWS, ,2015,4/7/2015 0:00:00,97,1200,13.000000000000000,Missing/Undefined,4/7/2015 0:00:00,97,2030,3500.000000000000000,F,38.454700000000003,-96.522199999999998,8.000000000000000,PRIVATE,KS, , , 
3238,300211008,W-681206,FED,DOI-WFMI,NPS,USKSTGP,Tallgrass Prairie National Preserve,KSTGP,Tallgrass Prairie National Preserve,398, ,JM17,15 TWO SECTION EAST TRAPS,2728472,TALLGRASS EAST,KS3841709654320150414,TALLGRASS EAST, ,2015,4/14/2015 0:00:00,104,1500,5.000000000000000,Debris Burning,4/16/2015 0:00:00,106,1500,2066.000000000000000,F,38.413460999999998,-96.532819000000003,3.000000000000000,NPS,KS, , , 
3239,300212585,W-677566,FED,DOI-WFMI,BLM,USMTMCD,Miles City Field Office,MTMCD,Miles City Field Office, , ,JK5J,SLOUGH,2833081,SLOUGH,MT4570410680020150329,SLOUGH, ,2015,3/28/2015 0:00:00,87,2315,1.000000000000000,Lightning,3/29/2015 0:00:00,88,1734,3203.400000000000091,F,45.783299999999997,-106.783299999999997,8.000000000000000,PRIVATE,MT,Rosebud,087,Rosebud
3240,300212587,W-677534,FED,DOI-WFMI,BLM,USMTMCD,Miles City Field Office,MTMCD,Miles City Field Office, , ,JKP5,BRINGOFF,2723810,BRINGOFF,MT4571110625620150322,BRINGOFF, ,2015,3/22/2015 0:00:00,81,1300,1.000000000000000,Lightning,3/24/2015 0:00:00,83,1800,4194.500000000000000,F,45.711399999999998,-106.255600000000001,8.000000000000000,PRIVATE,MT,Powder River,075,Powder River
3241,300212617,W-680978,FED,DOI-WFMI,BLM,USMTMCD,Miles City Field Office,MTMCD,Miles City Field Office, , ,JX0N,BALES,2815517,Bales,MT4503010612220150711,BALES, ,2015,7/11/2015 0:00:00,192,1200,2.000000000000000,Equipment Use,7/19/2015 0:00:00,200,1800,5723.600000000000364,G,45.030329999999999,-106.121899999999997,8.000000000000000,PRIVATE,MT,Powder River,075,Powder River
3242,300214089,W-681646,FED,DOI-WFMI,BLM,USNVEKD,Elko District Office,NVEKD,Elko Field Office, , ,JV13,SQUAW VALLEY,2816007,Squaw Valley, , , ,2015,7/2/2015 0:00:00,183,1444,13.000000000000000,Missing/Undefined,7/3/2015 0:00:00,184,1010,581.000000000000000,E,41.164999999999999,-116.952799999999996,8.000000000000000,PRIVATE,NV,Elko,007,Elko
3243,300214135,W-683060,FED,DOI-WFMI,BLM,USNVELD,Ely District Office,NVELD,Ely Field Office, , ,J0U0,BLUE JAY,2889867,Blue Jay, , , ,2015,8/4/2015 0:00:00,216,1420,1.000000000000000,Lightning,8/9/2015 0:00:00,221,1300,670.000000000000000,E,40.008099999999999,-115.391700000000000,1.000000000000000,BLM,NV,White Pine,033,White Pine
3244,300214169,W-686159,FED,DOI-WFMI,BLM,USNVELD,Ely District Office,NVELD,Ely Field Office, , ,J3L8,DIAMOND,2908574,Diamond,NV3959811575920150914,DIAMOND, ,2015,9/14/2015 0:00:00,257,1252,1.000000000000000,Lightning,9/18/2015 0:00:00,261,1800,7112.000000000000000,G,39.598100000000002,-115.758899999999997,1.000000000000000,BLM,NV,White Pine,033,White Pine
3245,300215618,W-685311,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District, , ,J099,POLE GULCH,2899826,Pole Gulch,OR4398911806120150811,BENDIRE COMPLEX,BENDIRE COMPLEX,2015,8/10/2015 0:00:00,222,1840,1.000000000000000,Lightning,9/16/2015 0:00:00,259,1530,48849.800000000002910,G,43.933599999999998,-118.508600000000001,1.000000000000000,BLM,OR,Malheur,045,Malheur
3246,300215622,W-685281,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District, , ,J0W7,LIME HILL,2914212,Lime Hill,OR4440011733620150805,LIME HILL, ,2015,8/5/2015 0:00:00,217,1030,13.000000000000000,Missing/Undefined,8/12/2015 0:00:00,224,1800,12024.000000000000000,G,44.391399999999997,-117.335800000000006,1.000000000000000,BLM,OR,Baker,001,Baker
3247,300215627,W-685315,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District, , ,J1AG,BULLY CREEK,2877149,Bully Creek,OR4398911806120150811,BENDIRE COMPLEX,BENDIRE COMPLEX,2015,8/10/2015 0:00:00,222,1645,1.000000000000000,Lightning,9/15/2015 0:00:00,258,1200,762.399999999999977,E,44.063299999999998,-118.050799999999995,1.000000000000000,BLM,OR, , , 
3248,300217225,W-687238,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,JSD8,SOUTH SULPHUR SPRINGS,2848070,SOUTH SULPHUR SPRINGS, , , ,2015,6/12/2015 0:00:00,163,1425,9.000000000000000,Miscellaneous,7/22/2015 0:00:00,203,1115,763.700000000000045,E,47.607199999999999,-119.653300000000002,1.000000000000000,BLM,WA,Douglas,017,Douglas
3249,300217227,W-687240,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,JU1T,BERRIAN,2851057,BERRIAN,WA4600211902220150627,SE BENTON COMPLEX,SE BENTON COMPLEX,2015,6/27/2015 0:00:00,178,2159,1.000000000000000,Lightning,6/29/2015 0:00:00,180,1200,876.799999999999955,E,45.944200000000002,-119.173100000000005,1.000000000000000,BLM,WA,Benton,005,Benton
3250,300217229,W-688074,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,JU20,SLEEPY HOLLOW,2814691,SLEEPY HOLLOW,WA4748712042120150628,SLEEPY HOLLOW, ,2015,6/28/2015 0:00:00,179,1437,9.000000000000000,Miscellaneous,11/1/2015 0:00:00,305,1200,2953.099999999999909,F,47.475800000000000,-120.403099999999995,8.000000000000000,PRIVATE,WA,Chelan,007,Chelan
3251,300217233,W-687239,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,JUX2,LES BLAIR,2833237,LES BLAIR,WA4600211902220150627,SE BENTON COMPLEX,SE BENTON COMPLEX,2015,6/27/2015 0:00:00,178,1122,9.000000000000000,Miscellaneous,6/29/2015 0:00:00,180,1200,864.000000000000000,E,45.986899999999999,-119.036400000000000,1.000000000000000,BLM,WA,Benton,005,Benton
3252,300217235,W-687310,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,JVQ7,MONUMENT,2723001,MONUMENT,WA4731911979920150630,MONUMENT, ,2015,6/30/2015 0:00:00,181,0755,9.000000000000000,Miscellaneous,7/4/2015 0:00:00,185,1608,1954.200000000000045,F,47.318899999999999,-119.799700000000001,1.000000000000000,BLM,WA,Grant,025,Grant
3253,300217237,W-687318,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,JWH2,BEEZLEY HILL,2723470,BEEZLEY HILL,WA4729911986720150705,BEEZLEY HILL, ,2015,7/5/2015 0:00:00,186,0308,13.000000000000000,Missing/Undefined,7/7/2015 0:00:00,188,1200,1715.500000000000000,F,47.299399999999999,-119.866399999999999,8.000000000000000,PRIVATE,WA,Grant,025,Grant
3254,300217239,W-687450,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,JXW8,JAMESON LAKE,2854946,JAMESON LAKE,WA4766311956720150711,JAMESON LAKE,DOUGLAS COUNTY COMPLEX,2015,7/10/2015 0:00:00,191,1854,1.000000000000000,Lightning,10/8/2015 0:00:00,281,1155,6567.399999999999636,G,47.655299999999997,-119.572800000000001,1.000000000000000,BLM,WA,Douglas,017,Douglas
3255,300217242,W-687452,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,JXZ0,WAGON ROAD,2814925,DOUGLAS COUNTY COMPLEX,WA4744011981920150711,DOUGLAS COUNTY COMPLEX,DOUGLAS COUNTY COMPLEX,2015,7/10/2015 0:00:00,191,1830,1.000000000000000,Lightning,10/8/2015 0:00:00,281,1200,14768.100000000000364,G,47.502800000000001,-119.843599999999995,1.000000000000000,BLM,WA,Douglas,017,Douglas
3256,300217244,W-687480,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District, , ,JYT3,OUTLAW DRAW,2854355,OUTLAW DRAW,WA4767911972820150716,OUTLAW DRAW, ,2015,7/15/2015 0:00:00,196,1851,2.000000000000000,Equipment Use,7/22/2015 0:00:00,203,1600,1980.200000000000045,F,47.678899999999999,-119.724999999999994,8.000000000000000,PRIVATE,WA,Douglas,017,Douglas
3257,300217285,W-680277,FED,DOI-WFMI,BIA,USWAYAA,Yakama Agency,WAYAA,Yakama Agency,39, ,JT0R,HWY 97 #1,2799560,HWY 97 #1, , , ,2015,6/22/2015 0:00:00,173,1520,2.000000000000000,Equipment Use,6/28/2015 0:00:00,179,1800,554.000000000000000,E,46.277130000000000,-120.396000000000001,2.000000000000000,BIA,WA, , , 
3258,300201477,FS-6345981,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,0407,Dixie National Forest,029,08,J3C8,OAK GROVE,2913235,Oak Grove, , , ,2015,9/8/2015 0:00:00,251,1200,1.000000000000000,Lightning,10/22/2015 0:00:00,295,0840,943.000000000000000,E,37.293333330000003,-113.491111110000006,5.000000000000000,USFS,UT,053,053,Washington
3259,300202724,FS-6704501,FED,FS-FIRESTAT,FS,USWAGPF,Gifford Pinchot National Forest,0603,Gifford Pinchot National Forest,039,MTA-319,J1AZ,COUGAR CREEK,2860062,COUGAR CREEK,WA4613412137420150811,COUGAR CREEK, ,2015,8/10/2015 0:00:00,222,2330,1.000000000000000,Lightning,10/17/2015 0:00:00,290,2000,53523.000000000000000,G,46.142499999999998,-121.372500000000002,2.000000000000000,BIA,WA,039,039,Klickitat
3260,300202788,FS-6334328,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,036,BM/19,JV1F,WEST FORK,2722408,153 West Fork, , , ,2015,6/29/2015 0:00:00,180,1815,1.000000000000000,Lightning,,0, ,928.000000000000000,E,44.377499999999998,-119.379166670000004,5.000000000000000,USFS,OR,023,023,Grant
3261,300203981,FS-6359194,FED,FS-FIRESTAT,FS,USAZCOF,Coconino National Forest,0304,Coconino National Forest,033,14,JSM2,CAMILLO,2803850,CAMILLO,AZ3491611139320150614,CAMILLO, ,2015,6/14/2015 0:00:00,165,0700,1.000000000000000,Lightning,,0, ,23885.000000000000000,G,34.915555560000001,-111.393055559999993,5.000000000000000,USFS,AZ,005,005,Coconino
3262,300212699,W-681794,FED,DOI-WFMI,BIA,USMTNCA,Northern Cheyenne Agency,MTNCA,Northern Cheyenne Agency,48, ,JZ43,MUDDY CREEK 2,2829897,MUDDY CREEK TWO,MT4554910673020150725,MUDDY CREEK TWO, ,2015,7/25/2015 0:00:00,206,1447,1.000000000000000,Lightning,8/2/2015 0:00:00,214,1800,2322.000000000000000,F,45.548900000000003,-106.730000000000004,2.000000000000000,BIA,MT, , , 
3263,300212712,W-683000,FED,DOI-WFMI,BIA,USMTNCA,Northern Cheyenne Agency,MTNCA,Northern Cheyenne Agency,62, ,J1YW,RESERVATION  CREEK,2870811,RESERVATION CREEK,MT4567710640620150816,RESERVATION CREEK, ,2015,8/15/2015 0:00:00,227,2000,1.000000000000000,Lightning,8/16/2015 0:00:00,228,1937,895.000000000000000,E,45.682780000000001,-106.406080000000003,2.000000000000000,BIA,MT, , , 
3264,300215646,W-686443,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District, , ,JU2X,JACA RESERVOIR,2835729,Jaca Reservoir,OR4271011721520150628,JACA RESERVOIR, ,2015,6/28/2015 0:00:00,179,1606,1.000000000000000,Lightning,7/3/2015 0:00:00,184,1757,14049.000000000000000,G,42.710000000000001,-117.216399999999993,1.000000000000000,BLM,OR,Malheur,045,Malheur
3265,300215649,W-683689,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District, , ,JV3L,LESLIE GULCH,2722262,Leslie Gulch,OR4330711729220150629,LESLIE GULCH, ,2015,6/28/2015 0:00:00,179,2000,1.000000000000000,Lightning,7/4/2015 0:00:00,185,2000,8687.899999999999636,G,43.306699999999999,-117.291700000000006,1.000000000000000,BLM,OR,Malheur,045,Malheur
3266,300215654,W-683686,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District, , ,JW9W,SHEEP ROCK,2853588,Sheep Rock, , , ,2015,7/8/2015 0:00:00,189,1738,1.000000000000000,Lightning,7/12/2015 0:00:00,193,1000,589.799999999999955,E,44.109699999999997,-118.117800000000003,1.000000000000000,BLM,OR,Malheur,045,Malheur
3267,300215678,W-679239,FED,DOI-WFMI,BIA,USORWSA,Warm Springs Agency,ORWSA,Warm Springs Agency,13, ,JR7Q,CEREMONIAL PIT,2803234,CEREMONIAL PIT,OR4479812122620150610,CEREMONIAL PIT, ,2015,6/10/2015 0:00:00,161,1635,5.000000000000000,Debris Burning,6/11/2015 0:00:00,162,2200,2614.699999999999818,F,44.798099999999998,-121.225800000000007,2.000000000000000,BIA,OR, , , 
3268,300215723,W-684114,FED,DOI-WFMI,BIA,USORWSA,Warm Springs Agency,ORWSA,Warm Springs Agency,60, ,J1FU,COUNTY LINE 2,2922269,COUNTY LINE 2,OR4483012137720150812,COUNTY LINE 2, ,2015,8/12/2015 0:00:00,224,1324,2.000000000000000,Equipment Use,11/20/2015 0:00:00,324,1200,66613.000000000000000,G,44.829700000000003,-121.376700000000000,2.000000000000000,BIA,OR, , , 
3269,300221524,SFO-2015ORODF1597401316,NONFED,ST-NASF,ST/C&L,USORORS,Oregon Department of Forestry State Headquarters,ORODF,Oregon Department of Forestry, ,1597401316, ,RYE,2827147,Rye, , , ,2015,7/23/2015 0:00:00,204,1807,1.000000000000000,Lightning,7/29/2015 0:00:00,210,1507,763.000000000000000,E,45.977899999999998,-117.146299999999997,8.000000000000000,PRIVATE,OR,Wallowa,063,Wallowa
3270,300201558,FS-6331620,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,0412,Payette National Forest,018, ,JWQ2,FARROW,2808878,Farrow, , , ,2015,6/30/2015 0:00:00,181,1200,1.000000000000000,Lightning,,0, ,580.000000000000000,E,45.260833329999997,-114.862222220000007,5.000000000000000,USFS,ID,049,049,Idaho
3271,300201581,FS-6356803,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,025,301,J2MF,ELEVENMILE,2940729,Elevenmile,ID4445011456920150824,ELEVENMILE, ,2015,8/24/2015 0:00:00,236,1500,1.000000000000000,Lightning,,0, ,10500.000000000000000,G,44.450000000000003,-114.568888889999997,5.000000000000000,USFS,ID,037,037,Custer
3272,300201596,FS-6366646,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,011,707,J1GT,STODDARD,2867538,Stoddard, , , ,2015,8/12/2015 0:00:00,224,1626,1.000000000000000,Lightning,,0, ,884.000000000000000,E,45.229999999999997,-114.708333330000002,5.000000000000000,USFS,ID,059,059,Lemhi
3273,300201597,FS-6366600,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,010,706,J1GU,WATERFALL,2862768,Waterfall,ID4511311470220150812,WATERFALL, ,2015,8/11/2015 0:00:00,223,2100,1.000000000000000,Lightning,,0, ,4006.000000000000000,F,45.112499999999997,-114.702500000000001,5.000000000000000,USFS,ID,059,059,Lemhi
3274,300201621,FS-6345974,FED,FS-FIRESTAT,FS,USIDCTF,Caribou-Targhee National Forest,0415,Caribou-Targhee National Forest,029,52-02,J3JT,PARTRIDGE,2909190,Partridge, , , ,2015,9/7/2015 0:00:00,250,1828,1.000000000000000,Lightning,,0, ,581.000000000000000,E,44.283055560000001,-111.294444440000007,5.000000000000000,USFS,ID,043,043,Fremont
3275,300203997,FS-6318327,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,0305,Coronado National Forest,016,02/02,JQS8,OAKTREE,2766240,OAK TREE,AZ3180111070320150520,OAK TREE, ,2015,5/20/2015 0:00:00,140,1500,9.000000000000000,Miscellaneous,,0, ,2023.000000000000000,F,31.801111110000001,-110.702777780000005,5.000000000000000,USFS,AZ,023,023,Santa Cruz
3276,300204072,FS-6333413,FED,FS-FIRESTAT,FS,USAZTNF,Tonto National Forest,0312,Tonto National Forest,109,10,JWY4,CAMP,2767610,Camp, , , ,2015,7/16/2015 0:00:00,197,1450,9.000000000000000,Miscellaneous,7/16/2015 0:00:00,197,1530,652.000000000000000,E,33.934722219999998,-111.819444439999998,5.000000000000000,USFS,AZ,013,013,Maricopa
3277,300205243,FS-6340617,FED,FS-FIRESTAT,FS,USMTBRF,Bitterroot National Forest,0103,Bitterroot National Forest,059,021,EKS4,FIRE MOUTAIN,2886386,Fire Mountain, , , ,2015,8/14/2015 0:00:00,226,1851,1.000000000000000,Lightning,,0, ,500.000000000000000,E,45.811388890000003,-114.791944439999995,5.000000000000000,USFS,ID,049,049,Idaho
3278,300205263,FS-6354116,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,107,4036,J1TR,MARBLE CREEK,2861568,Marble Creek,ID4719011603120150811,MARBLE CREEK,AVERY COMPLEX,2015,8/11/2015 0:00:00,223,1737,1.000000000000000,Lightning,11/10/2015 0:00:00,314,1300,2998.800000000000182,F,47.190277780000002,-116.033055559999994,7.000000000000000,STATE,ID,079,079,Shoshone
3279,300206530,FS-6346044,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,0508,Mendocino National Forest,033,12,J23Q,ELK,2904683,ELK, , , ,2015,9/2/2015 0:00:00,245,1700,2.000000000000000,Equipment Use,9/4/2015 0:00:00,247,2000,670.000000000000000,E,39.212777780000003,-122.929444439999997,8.000000000000000,PRIVATE,CA,033,033,Lake
3280,300209556,W-685709,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Norcal Region, , ,J0SD,DODGE,2790771,DODGE,CA4093812010520150803,DODGE, ,2015,8/3/2015 0:00:00,215,1417,2.000000000000000,Equipment Use,8/17/2015 0:00:00,229,1800,10570.000000000000000,G,40.963600000000000,-120.114199999999997,1.000000000000000,BLM,CA,Lassen,035,Lassen
3281,300211271,W-682225,FED,DOI-WFMI,BLM,USMTBID,Billings Field Office,MTBID,Billings Field Office, , ,JZ7D,BEAVER FIRE,2832343,Beaver,MT4605110976120150726,BEAVER, ,2015,7/26/2015 0:00:00,207,1800,1.000000000000000,Lightning,7/27/2015 0:00:00,208,2000,1500.000000000000000,F,46.016900000000000,-109.766846999999999,8.000000000000000,PRIVATE,MT,Sweet Grass,097,Sweet Grass
3282,300211272,W-682718,FED,DOI-WFMI,BLM,USMTBID,Billings Field Office,MTBID,Billings Field Office, , ,JZ9P,5 MILE,2834423,5 Mile, , , ,2015,7/27/2015 0:00:00,208,1446,13.000000000000000,Missing/Undefined,7/29/2015 0:00:00,210,1834,627.000000000000000,E,46.193970000000000,-107.600420000000000,8.000000000000000,PRIVATE,MT,Treasure,103,Treasure
3283,300212776,W-678272,FED,DOI-WFMI,BLM,USMTMSO,Montana/Dakotas State Office,MTSDD,South Dakota Field Office, , ,JK3J,SHEEP DRAW,2802323,SHEEP DRAW,SD4539110392120150328,SHEEP DRAW, ,2015,3/28/2015 0:00:00,87,1600,1.000000000000000,Lightning,4/5/2015 0:00:00,95,1745,13949.500000000000000,G,45.391100000000002,-103.921400000000006,7.000000000000000,STATE,SD, , , 
3284,300217425,W-685354,FED,DOI-WFMI,BIA,USWAYAA,Yakama Agency,WAYAA,Yakama Agency,183, ,J3KC,HORSETHIEF BUTTE,2906442,Horsethief Butte,WA4564412110720150913,HORSETHIEF BUTTE, ,2015,9/13/2015 0:00:00,256,1222,9.000000000000000,Miscellaneous,9/18/2015 0:00:00,261,1800,1920.000000000000000,F,45.647350000000003,-121.129750000000001,2.000000000000000,BIA,WA, , , 
3285,300217481,W-684532,FED,DOI-WFMI,BLM,USWYBFD,Buffalo Field Office,WYBFD,Buffalo Field Office, , ,J0QB,SHEEP CREEK,2777964,SHEEP CREEK,WY4485010734520150802,SHEEP CREEK, ,2015,8/2/2015 0:00:00,214,1533,5.000000000000000,Debris Burning,8/11/2015 0:00:00,223,1730,1655.000000000000000,F,44.849603000000002,-107.344999999999999,8.000000000000000,PRIVATE,WY,Sheridan,033,Sheridan
3286,300220285,SFO-2015FLFLS2015180181,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service, ,2015180181, ,DEPOT (06),2761665,Depot, , , ,2015,6/6/2015 0:00:00,157,1628,1.000000000000000,Lightning,6/11/2015 0:00:00,162,1532,920.000000000000000,E,26.147400000000001,-80.699100000000001,7.000000000000000,STATE,FL,Broward,011,Broward
3287,300200438,FS-6340899,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,134,6006,J1NK,SCOTCHMAN PEAK,2885842,Scotchman Peak,ID4818211606320150814,SCOTCHMAN PEAK,CLARK FORK COMPLEX,2015,8/13/2015 0:00:00,225,2324,1.000000000000000,Lightning,,0, ,2057.000000000000000,F,48.182222220000000,-116.063333330000006,5.000000000000000,USFS,ID,017,017,Bonner
3288,300204098,FS-6339296,FED,FS-FIRESTAT,FS,USIDBOF,Boise National Forest,0402,Boise National Forest,062,947,J1KF,COUGAR,2936647,COUGAR,ID4460911572920150813,COUGAR, ,2015,8/13/2015 0:00:00,225,1656,1.000000000000000,Lightning,9/18/2015 0:00:00,261,1300,1237.000000000000000,F,44.609166670000000,-115.729166669999998,5.000000000000000,USFS,ID,085,085,Valley
3289,300204116,FS-6348214,FED,FS-FIRESTAT,FS,USUTFIF,Fishlake National Forest,0408,Fishlake National Forest,008,5066,JS7A,OLD WOMAN,2767311,Old Woman, , , ,2015,6/18/2015 0:00:00,169,1337,1.000000000000000,Lightning,,0, ,702.000000000000000,E,38.894722219999998,-111.425833330000003,5.000000000000000,USFS,UT,041,041,Sevier
3290,300204117,FS-6355461,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,0412,Payette National Forest,067, ,J1VL,CAMPBELL'S,2924893,Campbells,ID4548411532320150813,CAMPBELLS, ,2015,8/13/2015 0:00:00,225,1800,1.000000000000000,Lightning,,0, ,8333.000000000000000,G,45.484444439999997,-115.322777779999996,5.000000000000000,USFS,ID,049,049,Idaho
3291,300204129,FS-6356521,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,0412,Payette National Forest,062, ,J1KS,TEPEE SPRINGS,2864375,Tepee Springs,ID4520811624820150812,TEPEE SPRINGS, ,2015,8/12/2015 0:00:00,224,0100,1.000000000000000,Lightning,9/22/2015 0:00:00,265,1000,95709.000000000000000,G,45.208611110000000,-116.248055559999997,5.000000000000000,USFS,ID,049,049,Idaho
3292,300205289,FS-6352423,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,158,1038,J2X5,MONUMENT,2883140,Monument, , , ,2015,8/21/2015 0:00:00,233,1851,1.000000000000000,Lightning,10/27/2015 0:00:00,300,1210,618.000000000000000,E,47.720555560000001,-116.430277779999997,5.000000000000000,USFS,ID,055,055,Kootenai
3293,300205294,FS-6352411,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,123,1026,J1W4,NORTH GRIZZLY,2928778,North Grizzly,ID4773311613120150812,NORTH GRIZZLY,GRIZZLY COMPLEX,2015,8/12/2015 0:00:00,224,1435,1.000000000000000,Lightning,11/6/2015 0:00:00,310,1900,5298.000000000000000,G,47.733611109999998,-116.130833330000002,5.000000000000000,USFS,ID,079,079,Shoshone
